File Name,Dataset,aid,Date,Count,Minimum,Maximum,Range,Mean,Standard Deviation,Variance,Upper Quartile,Upper 1.5 IQR,Median,Lower 1.5 IQR,Lower Quartile
MOD13A3_061__1_km_monthly_EVI_doy2018244000000_aid0001,_1_km_monthly_EVI,aid0001,2018-09-01,314.0,0.2447,0.6657,"(0.2447,0.6657)",0.5074576,0.042808,0.0018325,0.529025,0.5824,0.5111,0.4321,0.49025
MOD13A3_061__1_km_monthly_EVI_doy2018274000000_aid0001,_1_km_monthly_EVI,aid0001,2018-10-01,314.0,0.2985,0.5854,"(0.2985,0.5854)",0.4647927,0.0456809,0.0020867,0.4963,0.5468,0.46905,0.362,0.441475
MOD13A3_061__1_km_monthly_EVI_doy2018305000000_aid0001,_1_km_monthly_EVI,aid0001,2018-11-01,314.0,0.1357,0.5889,"(0.1357,0.5889)",0.4857369,0.0807364,0.0065184,0.535775,0.5889,0.512,0.3851,0.4741
MOD13A3_061__1_km_monthly_EVI_doy2018335000000_aid0001,_1_km_monthly_EVI,aid0001,2018-12-01,314.0,0.2758,0.5716,"(0.2758,0.5716)",0.4613245,0.0484562,0.002348,0.491225,0.5377,0.4724,0.3802,0.44455
MOD13A3_061__1_km_monthly_EVI_doy2019001000000_aid0001,_1_km_monthly_EVI,aid0001,2019-01-01,314.0,0.3049,0.5249,"(0.3049,0.5249)",0.4559455,0.0353967,0.0012529,0.482375,0.5249,0.4571,0.3705,0.435625
MOD13A3_061__1_km_monthly_EVI_doy2019032000000_aid0001,_1_km_monthly_EVI,aid0001,2019-02-01,314.0,0.3289,0.5367,"(0.3289,0.5367)",0.4710459,0.0366013,0.0013397,0.496375,0.5367,0.4786,0.3857,0.451125
MOD13A3_061__1_km_monthly_EVI_doy2019060000000_aid0001,_1_km_monthly_EVI,aid0001,2019-03-01,314.0,0.2889,0.5887,"(0.2889,0.5887)",0.4811197,0.0676597,0.0045778,0.527575,0.5887,0.49925,0.349,0.45555
MOD13A3_061__1_km_monthly_EVI_doy2019091000000_aid0001,_1_km_monthly_EVI,aid0001,2019-04-01,314.0,0.2286,0.6015,"(0.2286,0.6015)",0.4990516,0.0812639,0.0066038,0.55125,0.6015,0.53045,0.4102,0.49235
MOD13A3_061__1_km_monthly_EVI_doy2019121000000_aid0001,_1_km_monthly_EVI,aid0001,2019-05-01,314.0,0.1919,0.6406,"(0.1919,0.6406)",0.4716545,0.079577,0.0063325,0.528875,0.6406,0.47475,0.294,0.434425
MOD13A3_061__1_km_monthly_EVI_doy2019152000000_aid0001,_1_km_monthly_EVI,aid0001,2019-06-01,314.0,0.3162,0.6223,"(0.3162,0.6223)",0.5150771,0.0526878,0.002776,0.55655,0.6223,0.5228,0.3826,0.48
MOD13A3_061__1_km_monthly_EVI_doy2019182000000_aid0001,_1_km_monthly_EVI,aid0001,2019-07-01,314.0,0.3252,0.5932,"(0.3252,0.5932)",0.4939783,0.0401564,0.0016125,0.518975,0.5819,0.4995,0.4016,0.47
MOD13A3_061__1_km_monthly_EVI_doy2019213000000_aid0001,_1_km_monthly_EVI,aid0001,2019-08-01,314.0,0.3362,0.6028,"(0.3362,0.6028)",0.5152475,0.043438,0.0018869,0.544575,0.6028,0.52315,0.4152,0.491725
MOD13A3_061__1_km_monthly_EVI_doy2019244000000_aid0001,_1_km_monthly_EVI,aid0001,2019-09-01,314.0,0.229,0.5861,"(0.229,0.5861)",0.4834083,0.0534276,0.0028545,0.516,0.5861,0.48775,0.3863,0.4595
MOD13A3_061__1_km_monthly_EVI_doy2019274000000_aid0001,_1_km_monthly_EVI,aid0001,2019-10-01,314.0,0.2888,0.5837,"(0.2888,0.5837)",0.4885882,0.0496817,0.0024683,0.5251,0.5837,0.4957,0.3662,0.459725
MOD13A3_061__1_km_monthly_EVI_doy2019305000000_aid0001,_1_km_monthly_EVI,aid0001,2019-11-01,314.0,0.3283,0.5801,"(0.3283,0.5801)",0.4730252,0.0514274,0.0026448,0.51,0.5801,0.48795,0.3425,0.442475
MOD13A3_061__1_km_monthly_EVI_doy2019335000000_aid0001,_1_km_monthly_EVI,aid0001,2019-12-01,314.0,0.3325,0.5949,"(0.3325,0.5949)",0.4919694,0.0416447,0.0017343,0.51815,0.5785,0.4921,0.3953,0.4672
MOD13A3_061__1_km_monthly_EVI_doy2020001000000_aid0001,_1_km_monthly_EVI,aid0001,2020-01-01,314.0,0.3329,0.5985,"(0.3329,0.5985)",0.4957051,0.0425431,0.0018099,0.5253,0.5985,0.49245,0.3859,0.467575
MOD13A3_061__1_km_monthly_EVI_doy2020032000000_aid0001,_1_km_monthly_EVI,aid0001,2020-02-01,314.0,0.2973,0.5541,"(0.2973,0.5541)",0.4568685,0.0431844,0.0018649,0.488725,0.5541,0.4595,0.3388,0.4263
MOD13A3_061__1_km_monthly_EVI_doy2020061000000_aid0001,_1_km_monthly_EVI,aid0001,2020-03-01,314.0,0.279,0.5568,"(0.279,0.5568)",0.4488118,0.0462161,0.0021359,0.482175,0.5568,0.4522,0.3291,0.419875
MOD13A3_061__1_km_monthly_EVI_doy2020092000000_aid0001,_1_km_monthly_EVI,aid0001,2020-04-01,314.0,0.3014,0.6034,"(0.3014,0.6034)",0.4789255,0.0428887,0.0018394,0.501575,0.5719,0.47935,0.3862,0.454675
MOD13A3_061__1_km_monthly_EVI_doy2020122000000_aid0001,_1_km_monthly_EVI,aid0001,2020-05-01,314.0,0.322,0.5983,"(0.322,0.5983)",0.4991341,0.0404027,0.0016324,0.528275,0.5983,0.5031,0.3915,0.4709
MOD13A3_061__1_km_monthly_EVI_doy2020153000000_aid0001,_1_km_monthly_EVI,aid0001,2020-06-01,314.0,0.2634,0.6368,"(0.2634,0.6368)",0.4966239,0.0606312,0.0036761,0.5387,0.6368,0.50345,0.3707,0.469675
MOD13A3_061__1_km_monthly_EVI_doy2020183000000_aid0001,_1_km_monthly_EVI,aid0001,2020-07-01,314.0,0.2936,0.6268,"(0.2936,0.6268)",0.4886258,0.0653498,0.0042706,0.53395,0.6268,0.50145,0.3576,0.462675
MOD13A3_061__1_km_monthly_EVI_doy2020214000000_aid0001,_1_km_monthly_EVI,aid0001,2020-08-01,314.0,0.3012,0.5876,"(0.3012,0.5876)",0.480449,0.0604793,0.0036577,0.527575,0.5876,0.48385,0.3245,0.44155
MOD13A3_061__1_km_monthly_EVI_doy2020245000000_aid0001,_1_km_monthly_EVI,aid0001,2020-09-01,314.0,0.1664,0.6101,"(0.1664,0.6101)",0.5203901,0.0582711,0.0033955,0.55865,0.6101,0.52955,0.4125,0.499725
MOD13A3_061__1_km_monthly_EVI_doy2020275000000_aid0001,_1_km_monthly_EVI,aid0001,2020-10-01,314.0,0.2022,0.639,"(0.2022,0.639)",0.4856006,0.0675212,0.0045591,0.531275,0.639,0.4946,0.337,0.4531
MOD13A3_061__1_km_monthly_EVI_doy2020306000000_aid0001,_1_km_monthly_EVI,aid0001,2020-11-01,314.0,0.1122,0.6765,"(0.1122,0.6765)",0.5008325,0.0631463,0.0039875,0.5389,0.6046,0.50635,0.3852,0.4752
MOD13A3_061__1_km_monthly_EVI_doy2020336000000_aid0001,_1_km_monthly_EVI,aid0001,2020-12-01,314.0,0.2862,0.5985,"(0.2862,0.5985)",0.4861341,0.0503509,0.0025352,0.527075,0.5985,0.4935,0.3492,0.448925
MOD13A3_061__1_km_monthly_EVI_doy2021001000000_aid0001,_1_km_monthly_EVI,aid0001,2021-01-01,314.0,0.2868,0.5461,"(0.2868,0.5461)",0.4646006,0.0427761,0.0018298,0.4976,0.5461,0.4724,0.3648,0.43745
MOD13A3_061__1_km_monthly_EVI_doy2021032000000_aid0001,_1_km_monthly_EVI,aid0001,2021-02-01,314.0,0.2793,0.5658,"(0.2793,0.5658)",0.447728,0.0621744,0.0038657,0.4934,0.5658,0.461,0.311,0.4185
MOD13A3_061__1_km_monthly_EVI_doy2021060000000_aid0001,_1_km_monthly_EVI,aid0001,2021-03-01,314.0,0.1354,0.6167,"(0.1354,0.6167)",0.5198369,0.0554694,0.0030769,0.551125,0.6167,0.52885,0.426,0.49955
MOD13A3_061__1_km_monthly_EVI_doy2021091000000_aid0001,_1_km_monthly_EVI,aid0001,2021-04-01,314.0,0.3072,0.5654,"(0.3072,0.5654)",0.4783303,0.0485124,0.0023535,0.510475,0.5654,0.48835,0.3857,0.458875
MOD13A3_061__1_km_monthly_EVI_doy2021121000000_aid0001,_1_km_monthly_EVI,aid0001,2021-05-01,314.0,0.2387,0.5832,"(0.2387,0.5832)",0.4771844,0.0613921,0.003769,0.512725,0.5832,0.4942,0.3884,0.4626
MOD13A3_061__1_km_monthly_EVI_doy2021152000000_aid0001,_1_km_monthly_EVI,aid0001,2021-06-01,314.0,0.2011,0.5725,"(0.2011,0.5725)",0.4805204,0.0514047,0.0026424,0.510975,0.5725,0.49145,0.3938,0.46345
MOD13A3_061__1_km_monthly_EVI_doy2021182000000_aid0001,_1_km_monthly_EVI,aid0001,2021-07-01,314.0,0.3003,0.6137,"(0.3003,0.6137)",0.4809812,0.0437198,0.0019114,0.506575,0.5802,0.48485,0.3835,0.457325
MOD13A3_061__1_km_monthly_EVI_doy2021213000000_aid0001,_1_km_monthly_EVI,aid0001,2021-08-01,314.0,0.27,0.6016,"(0.27,0.6016)",0.5319959,0.0479386,0.0022981,0.568925,0.6016,0.5407,0.4258,0.509925
MOD13A3_061__1_km_monthly_EVI_doy2021244000000_aid0001,_1_km_monthly_EVI,aid0001,2021-09-01,314.0,0.3376,0.6055,"(0.3376,0.6055)",0.5180704,0.0474302,0.0022496,0.553325,0.6055,0.5221,0.3905,0.485175
MOD13A3_061__1_km_monthly_EVI_doy2021274000000_aid0001,_1_km_monthly_EVI,aid0001,2021-10-01,314.0,0.3075,0.566,"(0.3075,0.566)",0.4779981,0.0426573,0.0018196,0.5107,0.566,0.4832,0.3659,0.45145
MOD13A3_061__1_km_monthly_EVI_doy2021305000000_aid0001,_1_km_monthly_EVI,aid0001,2021-11-01,314.0,0.2642,0.5757,"(0.2642,0.5757)",0.485807,0.0412065,0.001698,0.511175,0.5757,0.49095,0.3994,0.4646
MOD13A3_061__1_km_monthly_EVI_doy2021335000000_aid0001,_1_km_monthly_EVI,aid0001,2021-12-01,314.0,0.2243,0.5752,"(0.2243,0.5752)",0.4836643,0.0524773,0.0027539,0.51405,0.5752,0.49495,0.39,0.463
MOD13A3_061__1_km_monthly_EVI_doy2022001000000_aid0001,_1_km_monthly_EVI,aid0001,2022-01-01,314.0,0.2612,0.6003,"(0.2612,0.6003)",0.4719541,0.0423174,0.0017908,0.4968,0.5741,0.4683,0.3761,0.4452
MOD13A3_061__1_km_monthly_EVI_doy2022032000000_aid0001,_1_km_monthly_EVI,aid0001,2022-02-01,314.0,0.2794,0.6002,"(0.2794,0.6002)",0.4533354,0.0453312,0.0020549,0.48215,0.5544,0.4588,0.3447,0.4266
MOD13A3_061__1_km_monthly_EVI_doy2022060000000_aid0001,_1_km_monthly_EVI,aid0001,2022-03-01,314.0,0.2207,0.5937,"(0.2207,0.5937)",0.4865764,0.0671354,0.0045072,0.52705,0.5937,0.50105,0.3596,0.45985
MOD13A3_061__1_km_monthly_EVI_doy2022091000000_aid0001,_1_km_monthly_EVI,aid0001,2022-04-01,314.0,0.218,0.5808,"(0.218,0.5808)",0.4816191,0.0543542,0.0029544,0.515475,0.5808,0.49095,0.3869,0.4636
MOD13A3_061__1_km_monthly_EVI_doy2022121000000_aid0001,_1_km_monthly_EVI,aid0001,2022-05-01,314.0,0.2361,0.6031,"(0.2361,0.6031)",0.4911354,0.0490834,0.0024092,0.523825,0.6031,0.50055,0.3795,0.4645
MOD13A3_061__1_km_monthly_EVI_doy2022152000000_aid0001,_1_km_monthly_EVI,aid0001,2022-06-01,314.0,0.1404,0.5994,"(0.1404,0.5994)",0.4641264,0.0810163,0.0065636,0.51085,0.5994,0.4833,0.3662,0.4517
MOD13A3_061__1_km_monthly_EVI_doy2022182000000_aid0001,_1_km_monthly_EVI,aid0001,2022-07-01,314.0,0.3161,0.606,"(0.3161,0.606)",0.5115245,0.0449478,0.0020203,0.545525,0.606,0.5151,0.4049,0.482725
MOD13A3_061__1_km_monthly_EVI_doy2022213000000_aid0001,_1_km_monthly_EVI,aid0001,2022-08-01,314.0,0.3186,0.5824,"(0.3186,0.5824)",0.4892,0.0357446,0.0012777,0.51035,0.56,0.49585,0.4227,0.47525
MOD13A3_061__1_km_monthly_EVI_doy2022244000000_aid0001,_1_km_monthly_EVI,aid0001,2022-09-01,314.0,0.227,0.6104,"(0.227,0.6104)",0.4969204,0.057796,0.0033404,0.534225,0.6104,0.5083,0.3702,0.464525
MOD13A3_061__1_km_monthly_EVI_doy2022274000000_aid0001,_1_km_monthly_EVI,aid0001,2022-10-01,314.0,0.3117,0.607,"(0.3117,0.607)",0.4531369,0.0528671,0.0027949,0.48245,0.5627,0.4551,0.3483,0.42875
MOD13A3_061__1_km_monthly_EVI_doy2022305000000_aid0001,_1_km_monthly_EVI,aid0001,2022-11-01,314.0,0.077,0.574,"(0.077,0.574)",0.4498815,0.0862391,0.0074372,0.50395,0.574,0.4641,0.2957,0.42055
MOD13A3_061__1_km_monthly_EVI_doy2022335000000_aid0001,_1_km_monthly_EVI,aid0001,2022-12-01,314.0,0.2675,0.5739,"(0.2675,0.5739)",0.4462194,0.0475952,0.0022653,0.47795,0.5447,0.4526,0.3577,0.428475
MOD13A3_061__1_km_monthly_EVI_doy2023001000000_aid0001,_1_km_monthly_EVI,aid0001,2023-01-01,314.0,0.3165,0.5871,"(0.3165,0.5871)",0.4976118,0.0474635,0.0022528,0.537725,0.5871,0.50345,0.3841,0.457475
MOD13A3_061__1_km_monthly_EVI_doy2023032000000_aid0001,_1_km_monthly_EVI,aid0001,2023-02-01,314.0,0.2547,0.5556,"(0.2547,0.5556)",0.4514959,0.0591522,0.003499,0.507175,0.5556,0.447,0.2547,0.405325
MOD13A3_061__1_km_monthly_EVI_doy2023060000000_aid0001,_1_km_monthly_EVI,aid0001,2023-03-01,314.0,0.2847,0.5778,"(0.2847,0.5778)",0.4974885,0.0403183,0.0016256,0.527825,0.5778,0.5011,0.4076,0.475025
MOD13A3_061__1_km_monthly_EVI_doy2023091000000_aid0001,_1_km_monthly_EVI,aid0001,2023-04-01,314.0,0.2996,0.6347,"(0.2996,0.6347)",0.5027815,0.0753191,0.005673,0.5522,0.6347,0.51525,0.3504,0.4711
MOD13A3_061__1_km_monthly_EVI_doy2023121000000_aid0001,_1_km_monthly_EVI,aid0001,2023-05-01,314.0,0.2897,0.5954,"(0.2897,0.5954)",0.4902729,0.0663479,0.004402,0.534575,0.5954,0.50805,0.3628,0.4649
MOD13A3_061__1_km_monthly_EVI_doy2023152000000_aid0001,_1_km_monthly_EVI,aid0001,2023-06-01,314.0,0.282,0.5998,"(0.282,0.5998)",0.4977143,0.0515758,0.0026601,0.5345,0.5998,0.504,0.3784,0.47145
MOD13A3_061__1_km_monthly_EVI_doy2023182000000_aid0001,_1_km_monthly_EVI,aid0001,2023-07-01,314.0,0.2957,0.6355,"(0.2957,0.6355)",0.5109551,0.054352,0.0029541,0.549325,0.6355,0.51695,0.3823,0.4819
MOD13A3_061__1_km_monthly_EVI_doy2023213000000_aid0001,_1_km_monthly_EVI,aid0001,2023-08-01,314.0,0.3224,0.6351,"(0.3224,0.6351)",0.5006484,0.0536014,0.0028731,0.534775,0.5977,0.51105,0.4083,0.483975
MOD13A3_061__1_km_monthly_EVI_doy2023244000000_aid0001,_1_km_monthly_EVI,aid0001,2023-09-01,314.0,0.3426,0.6002,"(0.3426,0.6002)",0.5196459,0.0419434,0.0017592,0.550225,0.6002,0.52685,0.4261,0.500325
MOD13A3_061__1_km_monthly_EVI_doy2023274000000_aid0001,_1_km_monthly_EVI,aid0001,2023-10-01,314.0,0.287,0.5973,"(0.287,0.5973)",0.4916048,0.0477379,0.0022789,0.520125,0.5973,0.4918,0.3841,0.4656
MOD13A3_061__1_km_monthly_EVI_doy2023305000000_aid0001,_1_km_monthly_EVI,aid0001,2023-11-01,314.0,0.3151,0.578,"(0.3151,0.578)",0.4765752,0.0588004,0.0034575,0.51955,0.578,0.4961,0.3516,0.451725
MOD13A3_061__1_km_monthly_EVI_doy2023335000000_aid0001,_1_km_monthly_EVI,aid0001,2023-12-01,314.0,0.3076,0.5606,"(0.3076,0.5606)",0.4731452,0.0449387,0.0020195,0.50415,0.5606,0.48145,0.3654,0.4473
MOD13A3_061__1_km_monthly_EVI_doy2024001000000_aid0001,_1_km_monthly_EVI,aid0001,2024-01-01,314.0,0.2773,0.551,"(0.2773,0.551)",0.4348631,0.0386592,0.0014945,0.45585,0.5216,0.43505,0.3467,0.4115
MOD13A3_061__1_km_monthly_EVI_doy2024032000000_aid0001,_1_km_monthly_EVI,aid0001,2024-02-01,314.0,0.2444,0.5974,"(0.2444,0.5974)",0.4120672,0.0446325,0.0019921,0.4296,0.4951,0.4062,0.3225,0.38435
MOD13A3_061__1_km_monthly_EVI_doy2024061000000_aid0001,_1_km_monthly_EVI,aid0001,2024-03-01,314.0,0.2268,0.6399,"(0.2268,0.6399)",0.4319764,0.0602587,0.0036311,0.471025,0.5902,0.44045,0.2697,0.38565
MOD13A3_061__1_km_monthly_EVI_doy2024092000000_aid0001,_1_km_monthly_EVI,aid0001,2024-04-01,314.0,0.1717,0.6399,"(0.1717,0.6399)",0.4735898,0.0498364,0.0024837,0.504975,0.5605,0.48155,0.3742,0.447225
MOD13A3_061__1_km_monthly_EVI_doy2024122000000_aid0001,_1_km_monthly_EVI,aid0001,2024-05-01,314.0,0.3048,0.6054,"(0.3048,0.6054)",0.4797975,0.067824,0.0046001,0.529475,0.6054,0.49045,0.3233,0.444625
MOD13A3_061__1_km_monthly_EVI_doy2024153000000_aid0001,_1_km_monthly_EVI,aid0001,2024-06-01,314.0,0.301,0.6441,"(0.301,0.6441)",0.4829646,0.0697498,0.004865,0.529275,0.6441,0.49615,0.3233,0.4456
MOD13A3_061__1_km_monthly_EVI_doy2024183000000_aid0001,_1_km_monthly_EVI,aid0001,2024-07-01,314.0,0.3086,0.6226,"(0.3086,0.6226)",0.5101006,0.0467222,0.002183,0.538125,0.6226,0.5129,0.3957,0.4793
MOD13A3_061__1_km_monthly_EVI_doy2024214000000_aid0001,_1_km_monthly_EVI,aid0001,2024-08-01,314.0,0.291,0.5961,"(0.291,0.5961)",0.4936439,0.0413573,0.0017104,0.5219,0.5961,0.4985,0.393,0.47
MOD13A3_061__1_km_monthly_EVI_doy2024245000000_aid0001,_1_km_monthly_EVI,aid0001,2024-09-01,314.0,0.276,0.5588,"(0.276,0.5588)",0.4717828,0.0435134,0.0018934,0.50275,0.5588,0.4786,0.3608,0.443625
MOD13A3_061__1_km_monthly_EVI_doy2024275000000_aid0001,_1_km_monthly_EVI,aid0001,2024-10-01,314.0,0.293,0.5484,"(0.293,0.5484)",0.4596847,0.0503965,0.0025398,0.4949,0.5484,0.4721,0.3434,0.427225
MOD13A3_061__1_km_monthly_EVI_doy2024306000000_aid0001,_1_km_monthly_EVI,aid0001,2024-11-01,314.0,0.2099,0.642,"(0.2099,0.642)",0.5032465,0.0762112,0.0058081,0.554325,0.642,0.51895,0.3489,0.471625
MOD13A3_061__1_km_monthly_EVI_doy2024336000000_aid0001,_1_km_monthly_EVI,aid0001,2024-12-01,314.0,0.2619,0.6145,"(0.2619,0.6145)",0.5030959,0.0603725,0.0036448,0.5438,0.6145,0.5081,0.3809,0.47765
MOD13A3_061__1_km_monthly_EVI_doy2025001000000_aid0001,_1_km_monthly_EVI,aid0001,2025-01-01,314.0,0.2852,0.5591,"(0.2852,0.5591)",0.4296656,0.0520957,0.002714,0.462175,0.5435,0.4406,0.3249,0.4068
MOD13A3_061__1_km_monthly_EVI_doy2025032000000_aid0001,_1_km_monthly_EVI,aid0001,2025-02-01,314.0,0.2902,0.6857,"(0.2902,0.6857)",0.5287768,0.0950859,0.0090413,0.59095,0.6857,0.56755,0.367,0.501
MOD13A3_061__1_km_monthly_EVI_doy2025060000000_aid0001,_1_km_monthly_EVI,aid0001,2025-03-01,314.0,0.1671,0.6578,"(0.1671,0.6578)",0.5199643,0.059501,0.0035404,0.561425,0.6578,0.51995,0.3888,0.4847
MOD13A3_061__1_km_monthly_EVI_doy2025091000000_aid0001,_1_km_monthly_EVI,aid0001,2025-04-01,314.0,0.3328,0.6414,"(0.3328,0.6414)",0.5564777,0.0450143,0.0020263,0.591525,0.6414,0.5611,0.4513,0.52775
MOD13A3_061__1_km_monthly_EVI_doy2025121000000_aid0001,_1_km_monthly_EVI,aid0001,2025-05-01,314.0,0.3438,0.587,"(0.3438,0.587)",0.4845108,0.0542036,0.002938,0.52735,0.587,0.49235,0.3438,0.44465
MOD13A3_061__1_km_monthly_EVI_doy2025152000000_aid0001,_1_km_monthly_EVI,aid0001,2025-06-01,314.0,0.2936,0.587,"(0.2936,0.587)",0.4549354,0.0576575,0.0033244,0.492625,0.587,0.45685,0.3165,0.42105
MOD13A3_061__1_km_monthly_EVI_doy2025182000000_aid0001,_1_km_monthly_EVI,aid0001,2025-07-01,314.0,0.307,0.6193,"(0.307,0.6193)",0.4695089,0.0494716,0.0024474,0.502125,0.5872,0.4688,0.3623,0.443775
MOD13A3_061__1_km_monthly_EVI_doy2025213000000_aid0001,_1_km_monthly_EVI,aid0001,2025-08-01,314.0,0.3429,0.6079,"(0.3429,0.6079)",0.5167984,0.0415802,0.0017289,0.546475,0.6079,0.5214,0.4146,0.488725
MOD13A3_061__1_km_monthly_EVI_doy2025244000000_aid0001,_1_km_monthly_EVI,aid0001,2025-09-01,314.0,0.3229,0.6907,"(0.3229,0.6907)",0.5813449,0.0583223,0.0034015,0.62405,0.6907,0.59035,0.4432,0.5496
MOD13A3_061__1_km_monthly_EVI_doy2025274000000_aid0001,_1_km_monthly_EVI,aid0001,2025-10-01,314.0,0.3223,0.6497,"(0.3223,0.6497)",0.5059889,0.0642657,0.0041301,0.549775,0.6497,0.5164,0.3495,0.466825
MOD13A3_061__1_km_monthly_NDVI_doy2010001000000_aid0001,_1_km_monthly_NDVI,aid0001,2010-01-01,314.0,0.4629,0.8466,"(0.4629,0.8466)",0.7465318,0.0519158,0.0026952,0.7816,0.8466,0.7482,0.6304,0.718225
MOD13A3_061__1_km_monthly_NDVI_doy2010032000000_aid0001,_1_km_monthly_NDVI,aid0001,2010-02-01,314.0,0.4567,0.8709,"(0.4567,0.8709)",0.6802615,0.0603161,0.003638,0.717875,0.8226,0.6776,0.5333,0.638275
MOD13A3_061__1_km_monthly_NDVI_doy2010060000000_aid0001,_1_km_monthly_NDVI,aid0001,2010-03-01,314.0,0.4957,0.8495,"(0.4957,0.8495)",0.7174029,0.0475188,0.002258,0.748875,0.8379,0.7179,0.5998,0.689125
MOD13A3_061__1_km_monthly_NDVI_doy2010091000000_aid0001,_1_km_monthly_NDVI,aid0001,2010-04-01,314.0,0.5584,0.8761,"(0.5584,0.8761)",0.7523185,0.0402933,0.0016236,0.776625,0.8325,0.7567,0.6724,0.734825
MOD13A3_061__1_km_monthly_NDVI_doy2010121000000_aid0001,_1_km_monthly_NDVI,aid0001,2010-05-01,314.0,0.5122,0.8735,"(0.5122,0.8735)",0.7653108,0.0547955,0.0030025,0.79915,0.8735,0.7796,0.682,0.749525
MOD13A3_061__1_km_monthly_NDVI_doy2010152000000_aid0001,_1_km_monthly_NDVI,aid0001,2010-06-01,314.0,0.3773,0.8812,"(0.3773,0.8812)",0.780121,0.0633479,0.004013,0.81765,0.8812,0.7981,0.6999,0.7677
MOD13A3_061__1_km_monthly_NDVI_doy2010182000000_aid0001,_1_km_monthly_NDVI,aid0001,2010-07-01,314.0,0.3773,0.8587,"(0.3773,0.8587)",0.7770322,0.0553305,0.0030615,0.809,0.8587,0.7894,0.6928,0.761025
MOD13A3_061__1_km_monthly_NDVI_doy2010213000000_aid0001,_1_km_monthly_NDVI,aid0001,2010-08-01,314.0,0.2531,0.8375,"(0.2531,0.8375)",0.7544083,0.0502042,0.0025205,0.78085,0.8375,0.76105,0.6881,0.736875
MOD13A3_061__1_km_monthly_NDVI_doy2010244000000_aid0001,_1_km_monthly_NDVI,aid0001,2010-09-01,314.0,0.2824,0.8234,"(0.2824,0.8234)",0.7152411,0.0676217,0.0045727,0.746675,0.8025,0.73015,0.6556,0.706325
MOD13A3_061__1_km_monthly_NDVI_doy2010274000000_aid0001,_1_km_monthly_NDVI,aid0001,2010-10-01,314.0,0.1195,0.807,"(0.1195,0.807)",0.7190411,0.0748379,0.0056007,0.757575,0.807,0.73815,0.6328,0.70685
MOD13A3_061__1_km_monthly_NDVI_doy2010305000000_aid0001,_1_km_monthly_NDVI,aid0001,2010-11-01,314.0,0.0643,0.8612,"(0.0643,0.8612)",0.7093936,0.1141116,0.0130215,0.77055,0.8612,0.7445,0.6042,0.70315
MOD13A3_061__1_km_monthly_NDVI_doy2010335000000_aid0001,_1_km_monthly_NDVI,aid0001,2010-12-01,314.0,0.4038,0.8692,"(0.4038,0.8692)",0.762385,0.0540262,0.0029188,0.78785,0.8361,0.77065,0.7121,0.7516
MOD13A3_061__1_km_monthly_NDVI_doy2011001000000_aid0001,_1_km_monthly_NDVI,aid0001,2011-01-01,314.0,0.5118,0.8224,"(0.5118,0.8224)",0.7506207,0.0344163,0.0011845,0.7725,0.8224,0.7549,0.6743,0.7328
MOD13A3_061__1_km_monthly_NDVI_doy2011032000000_aid0001,_1_km_monthly_NDVI,aid0001,2011-02-01,314.0,0.4918,0.8432,"(0.4918,0.8432)",0.7386672,0.0433805,0.0018819,0.76115,0.818,0.74175,0.6628,0.7206
MOD13A3_061__1_km_monthly_NDVI_doy2011060000000_aid0001,_1_km_monthly_NDVI,aid0001,2011-03-01,314.0,0.5195,0.8556,"(0.5195,0.8556)",0.7271175,0.0472071,0.0022285,0.754875,0.8261,0.7297,0.6352,0.70575
MOD13A3_061__1_km_monthly_NDVI_doy2011091000000_aid0001,_1_km_monthly_NDVI,aid0001,2011-04-01,314.0,0.4852,0.8159,"(0.4852,0.8159)",0.7394408,0.036322,0.0013193,0.762675,0.8159,0.74345,0.6706,0.724225
MOD13A3_061__1_km_monthly_NDVI_doy2011121000000_aid0001,_1_km_monthly_NDVI,aid0001,2011-05-01,314.0,0.523,0.8469,"(0.523,0.8469)",0.7538812,0.0433978,0.0018834,0.7838,0.8469,0.75885,0.6536,0.73105
MOD13A3_061__1_km_monthly_NDVI_doy2011152000000_aid0001,_1_km_monthly_NDVI,aid0001,2011-06-01,314.0,0.4523,0.8611,"(0.4523,0.8611)",0.7496643,0.0512142,0.0026229,0.7823,0.8611,0.75875,0.6565,0.728025
MOD13A3_061__1_km_monthly_NDVI_doy2011182000000_aid0001,_1_km_monthly_NDVI,aid0001,2011-07-01,314.0,0.5274,0.8611,"(0.5274,0.8611)",0.7654395,0.0372894,0.0013905,0.78955,0.8438,0.76915,0.6837,0.746725
MOD13A3_061__1_km_monthly_NDVI_doy2011213000000_aid0001,_1_km_monthly_NDVI,aid0001,2011-08-01,314.0,0.5116,0.8783,"(0.5116,0.8783)",0.7549376,0.0376012,0.0014139,0.7822,0.8235,0.75965,0.6607,0.733475
MOD13A3_061__1_km_monthly_NDVI_doy2011244000000_aid0001,_1_km_monthly_NDVI,aid0001,2011-09-01,314.0,0.2249,0.8783,"(0.2249,0.8783)",0.7315666,0.0670126,0.0044907,0.7608,0.8218,0.74215,0.6584,0.718775
MOD13A3_061__1_km_monthly_NDVI_doy2011274000000_aid0001,_1_km_monthly_NDVI,aid0001,2011-10-01,314.0,0.092,0.8451,"(0.092,0.8451)",0.7099061,0.0849123,0.0072101,0.74425,0.7818,0.73015,0.6539,0.706925
