File Name,Dataset,aid,Date,Count,Minimum,Maximum,Range,Mean,Standard Deviation,Variance,Upper Quartile,Upper 1.5 IQR,Median,Lower 1.5 IQR,Lower Quartile
MOD13A3_061__1_km_monthly_NDVI_doy2018274000000_aid0001,_1_km_monthly_NDVI,aid0001,2018-10-01,219.0,0.0795,0.856,"(0.0795,0.856)",0.6667233,0.1159462,0.0134435,0.7604,0.856,0.6832,0.3768,0.58325
MOD13A3_061__1_km_monthly_NDVI_doy2018305000000_aid0001,_1_km_monthly_NDVI,aid0001,2018-11-01,219.0,0.1072,0.8903,"(0.1072,0.8903)",0.6505616,0.1462293,0.021383,0.73875,0.8903,0.6801,0.451,0.6159
MOD13A3_061__1_km_monthly_NDVI_doy2018335000000_aid0001,_1_km_monthly_NDVI,aid0001,2018-12-01,219.0,0.648,0.8692,"(0.648,0.8692)",0.7769845,0.0528199,0.0027899,0.82275,0.8692,0.7832,0.648,0.7359
MOD13A3_061__1_km_monthly_NDVI_doy2019001000000_aid0001,_1_km_monthly_NDVI,aid0001,2019-01-01,219.0,0.5647,0.8499,"(0.5647,0.8499)",0.75131,0.0742761,0.0055169,0.81485,0.8499,0.7759,0.5647,0.6821
MOD13A3_061__1_km_monthly_NDVI_doy2019032000000_aid0001,_1_km_monthly_NDVI,aid0001,2019-02-01,219.0,0.4847,0.9002,"(0.4847,0.9002)",0.7334511,0.1138519,0.0129623,0.82685,0.9002,0.7654,0.4847,0.63385
MOD13A3_061__1_km_monthly_NDVI_doy2019060000000_aid0001,_1_km_monthly_NDVI,aid0001,2019-03-01,219.0,0.5081,0.9007,"(0.5081,0.9007)",0.736195,0.0862506,0.0074392,0.81445,0.9007,0.7389,0.5081,0.6592
MOD13A3_061__1_km_monthly_NDVI_doy2019091000000_aid0001,_1_km_monthly_NDVI,aid0001,2019-04-01,219.0,0.5181,0.8905,"(0.5181,0.8905)",0.7661023,0.0651209,0.0042407,0.81885,0.8905,0.778,0.598,0.7147
MOD13A3_061__1_km_monthly_NDVI_doy2019121000000_aid0001,_1_km_monthly_NDVI,aid0001,2019-05-01,219.0,0.4763,0.8944,"(0.4763,0.8944)",0.7627995,0.0679256,0.0046139,0.81945,0.8944,0.7833,0.6251,0.7005
MOD13A3_061__1_km_monthly_NDVI_doy2019152000000_aid0001,_1_km_monthly_NDVI,aid0001,2019-06-01,219.0,0.5902,0.8944,"(0.5902,0.8944)",0.7634781,0.0756612,0.0057246,0.83005,0.8944,0.7808,0.5902,0.69985
MOD13A3_061__1_km_monthly_NDVI_doy2019182000000_aid0001,_1_km_monthly_NDVI,aid0001,2019-07-01,219.0,0.5143,0.9022,"(0.5143,0.9022)",0.7435548,0.0884669,0.0078264,0.81545,0.9022,0.7715,0.5143,0.6706
MOD13A3_061__1_km_monthly_NDVI_doy2019213000000_aid0001,_1_km_monthly_NDVI,aid0001,2019-08-01,219.0,0.3519,0.8096,"(0.3519,0.8096)",0.6484073,0.1279673,0.0163756,0.7493,0.8096,0.6996,0.3519,0.52135
MOD13A3_061__1_km_monthly_NDVI_doy2019244000000_aid0001,_1_km_monthly_NDVI,aid0001,2019-09-01,219.0,0.3264,0.8296,"(0.3264,0.8296)",0.5928749,0.1207216,0.0145737,0.68105,0.8296,0.642,0.3264,0.4615
MOD13A3_061__1_km_monthly_NDVI_doy2019274000000_aid0001,_1_km_monthly_NDVI,aid0001,2019-10-01,219.0,0.1027,0.8568,"(0.1027,0.8568)",0.5884826,0.1568759,0.02461,0.704,0.8568,0.6275,0.2561,0.51665
MOD13A3_061__1_km_monthly_NDVI_doy2019305000000_aid0001,_1_km_monthly_NDVI,aid0001,2019-11-01,219.0,0.0608,0.9191,"(0.0608,0.9191)",0.6524169,0.1929046,0.0372122,0.78535,0.9191,0.7311,0.2906,0.5872
MOD13A3_061__1_km_monthly_NDVI_doy2019335000000_aid0001,_1_km_monthly_NDVI,aid0001,2019-12-01,219.0,0.1337,0.9348,"(0.1337,0.9348)",0.7284479,0.1169811,0.0136846,0.8028,0.9348,0.7555,0.5526,0.69475
MOD13A3_061__1_km_monthly_NDVI_doy2020001000000_aid0001,_1_km_monthly_NDVI,aid0001,2020-01-01,219.0,0.6106,0.858,"(0.6106,0.858)",0.7774306,0.0546467,0.0029863,0.8224,0.858,0.7933,0.6106,0.73535
MOD13A3_061__1_km_monthly_NDVI_doy2020032000000_aid0001,_1_km_monthly_NDVI,aid0001,2020-02-01,219.0,0.5476,0.8305,"(0.5476,0.8305)",0.7367575,0.0694192,0.004819,0.79395,0.8305,0.767,0.5476,0.6712
MOD13A3_061__1_km_monthly_NDVI_doy2020061000000_aid0001,_1_km_monthly_NDVI,aid0001,2020-03-01,219.0,0.5327,0.9027,"(0.5327,0.9027)",0.7492292,0.0812394,0.0065998,0.80905,0.9027,0.77,0.5327,0.6882
MOD13A3_061__1_km_monthly_NDVI_doy2020092000000_aid0001,_1_km_monthly_NDVI,aid0001,2020-04-01,219.0,0.5431,0.9027,"(0.5431,0.9027)",0.7699329,0.0696342,0.0048489,0.82765,0.9027,0.7828,0.5431,0.7134
MOD13A3_061__1_km_monthly_NDVI_doy2020122000000_aid0001,_1_km_monthly_NDVI,aid0001,2020-05-01,219.0,0.4512,0.8825,"(0.4512,0.8825)",0.7614384,0.07236,0.005236,0.8216,0.8825,0.7708,0.5726,0.7077
MOD13A3_061__1_km_monthly_NDVI_doy2020153000000_aid0001,_1_km_monthly_NDVI,aid0001,2020-06-01,219.0,0.647,0.9003,"(0.647,0.9003)",0.7769922,0.0572375,0.0032761,0.82635,0.9003,0.7868,0.647,0.72935
MOD13A3_061__1_km_monthly_NDVI_doy2020183000000_aid0001,_1_km_monthly_NDVI,aid0001,2020-07-01,219.0,0.5885,0.8769,"(0.5885,0.8769)",0.7656968,0.0630957,0.0039811,0.81545,0.8769,0.7802,0.5885,0.7171
MOD13A3_061__1_km_monthly_NDVI_doy2020214000000_aid0001,_1_km_monthly_NDVI,aid0001,2020-08-01,219.0,0.4406,0.8528,"(0.4406,0.8528)",0.7260064,0.0847017,0.0071744,0.7972,0.8528,0.7511,0.5262,0.66795
MOD13A3_061__1_km_monthly_NDVI_doy2020245000000_aid0001,_1_km_monthly_NDVI,aid0001,2020-09-01,219.0,0.4436,0.8512,"(0.4436,0.8512)",0.7225119,0.0891174,0.0079419,0.79645,0.8512,0.7438,0.4436,0.6545
MOD13A3_061__1_km_monthly_NDVI_doy2020275000000_aid0001,_1_km_monthly_NDVI,aid0001,2020-10-01,219.0,0.4752,0.8354,"(0.4752,0.8354)",0.7150744,0.0829508,0.0068808,0.7831,0.8354,0.7429,0.4752,0.64685
MOD13A3_061__1_km_monthly_NDVI_doy2020306000000_aid0001,_1_km_monthly_NDVI,aid0001,2020-11-01,219.0,0.5216,0.8302,"(0.5216,0.8302)",0.7283991,0.0754236,0.0056887,0.79015,0.8302,0.7546,0.5216,0.6607
MOD13A3_061__1_km_monthly_NDVI_doy2020336000000_aid0001,_1_km_monthly_NDVI,aid0001,2020-12-01,219.0,0.1997,0.8896,"(0.1997,0.8896)",0.6908594,0.1270095,0.0161314,0.7899,0.8896,0.7057,0.4185,0.64065
MOD13A3_061__1_km_monthly_NDVI_doy2021001000000_aid0001,_1_km_monthly_NDVI,aid0001,2021-01-01,219.0,0.1863,0.9075,"(0.1863,0.9075)",0.7646589,0.1059168,0.0112184,0.8405,0.9075,0.7793,0.5684,0.7155
MOD13A3_061__1_km_monthly_NDVI_doy2021032000000_aid0001,_1_km_monthly_NDVI,aid0001,2021-02-01,219.0,0.1863,0.9125,"(0.1863,0.9125)",0.7583553,0.1106045,0.0122334,0.84225,0.9125,0.7805,0.5007,0.69525
MOD13A3_061__1_km_monthly_NDVI_doy2021060000000_aid0001,_1_km_monthly_NDVI,aid0001,2021-03-01,219.0,0.6287,0.8711,"(0.6287,0.8711)",0.7613534,0.0547903,0.003002,0.8013,0.8711,0.7637,0.6287,0.7213
MOD13A3_061__1_km_monthly_NDVI_doy2021091000000_aid0001,_1_km_monthly_NDVI,aid0001,2021-04-01,219.0,0.6144,0.8808,"(0.6144,0.8808)",0.7698936,0.0612058,0.0037462,0.82005,0.8808,0.77,0.6144,0.72815
MOD13A3_061__1_km_monthly_NDVI_doy2021121000000_aid0001,_1_km_monthly_NDVI,aid0001,2021-05-01,219.0,0.592,0.9149,"(0.592,0.9149)",0.7784799,0.0690015,0.0047612,0.84055,0.9149,0.7832,0.592,0.7227
MOD13A3_061__1_km_monthly_NDVI_doy2021152000000_aid0001,_1_km_monthly_NDVI,aid0001,2021-06-01,219.0,0.6495,0.9043,"(0.6495,0.9043)",0.7827877,0.0614713,0.0037787,0.83435,0.9043,0.7919,0.6495,0.74045
MOD13A3_061__1_km_monthly_NDVI_doy2021182000000_aid0001,_1_km_monthly_NDVI,aid0001,2021-07-01,219.0,0.5896,0.9043,"(0.5896,0.9043)",0.7727078,0.0710141,0.005043,0.82705,0.9043,0.7924,0.5896,0.70865
MOD13A3_061__1_km_monthly_NDVI_doy2021213000000_aid0001,_1_km_monthly_NDVI,aid0001,2021-08-01,219.0,0.5123,0.8876,"(0.5123,0.8876)",0.720232,0.0786287,0.0061825,0.7837,0.8876,0.7387,0.5123,0.65715
MOD13A3_061__1_km_monthly_NDVI_doy2021244000000_aid0001,_1_km_monthly_NDVI,aid0001,2021-09-01,219.0,0.5589,0.8523,"(0.5589,0.8523)",0.7303443,0.0667755,0.004459,0.7789,0.8523,0.7508,0.5589,0.67355
MOD13A3_061__1_km_monthly_NDVI_doy2021274000000_aid0001,_1_km_monthly_NDVI,aid0001,2021-10-01,219.0,0.4468,0.9084,"(0.4468,0.9084)",0.7264475,0.0821921,0.0067555,0.7875,0.9084,0.752,0.5012,0.6635
MOD13A3_061__1_km_monthly_NDVI_doy2021305000000_aid0001,_1_km_monthly_NDVI,aid0001,2021-11-01,219.0,0.0764,0.906,"(0.0764,0.906)",0.6756251,0.1742667,0.0303689,0.78915,0.906,0.7317,0.4497,0.6456
MOD13A3_061__1_km_monthly_NDVI_doy2021335000000_aid0001,_1_km_monthly_NDVI,aid0001,2021-12-01,219.0,0.2008,0.8897,"(0.2008,0.8897)",0.7138849,0.1312488,0.0172262,0.80455,0.8897,0.7445,0.5156,0.6824
MOD13A3_061__1_km_monthly_NDVI_doy2022001000000_aid0001,_1_km_monthly_NDVI,aid0001,2022-01-01,219.0,0.3451,0.8594,"(0.3451,0.8594)",0.7424014,0.0724918,0.0052551,0.8043,0.8594,0.7472,0.57,0.69545
MOD13A3_061__1_km_monthly_NDVI_doy2022032000000_aid0001,_1_km_monthly_NDVI,aid0001,2022-02-01,219.0,0.1277,0.9531,"(0.1277,0.9531)",0.6695562,0.175422,0.0307729,0.7848,0.9531,0.7168,0.3374,0.59535
MOD13A3_061__1_km_monthly_NDVI_doy2022060000000_aid0001,_1_km_monthly_NDVI,aid0001,2022-03-01,219.0,0.2078,0.9519,"(0.2078,0.9519)",0.7278237,0.126301,0.0159519,0.80005,0.9519,0.746,0.5522,0.69845
MOD13A3_061__1_km_monthly_NDVI_doy2022091000000_aid0001,_1_km_monthly_NDVI,aid0001,2022-04-01,219.0,0.5461,0.9129,"(0.5461,0.9129)",0.7779909,0.0661414,0.0043747,0.8354,0.9129,0.7767,0.6033,0.7348
MOD13A3_061__1_km_monthly_NDVI_doy2022121000000_aid0001,_1_km_monthly_NDVI,aid0001,2022-05-01,219.0,0.5683,0.9129,"(0.5683,0.9129)",0.7802091,0.0619162,0.0038336,0.8267,0.9129,0.7804,0.6364,0.7431
MOD13A3_061__1_km_monthly_NDVI_doy2022152000000_aid0001,_1_km_monthly_NDVI,aid0001,2022-06-01,219.0,0.3394,0.9029,"(0.3394,0.9029)",0.759516,0.0878999,0.0077264,0.8262,0.9029,0.7613,0.5568,0.71075
MOD13A3_061__1_km_monthly_NDVI_doy2022182000000_aid0001,_1_km_monthly_NDVI,aid0001,2022-07-01,219.0,0.5617,0.9013,"(0.5617,0.9013)",0.7727493,0.0606387,0.003677,0.81825,0.9013,0.782,0.6195,0.72665
MOD13A3_061__1_km_monthly_NDVI_doy2022213000000_aid0001,_1_km_monthly_NDVI,aid0001,2022-08-01,219.0,0.5943,0.8555,"(0.5943,0.8555)",0.749774,0.0548986,0.0030139,0.79175,0.8555,0.7667,0.5943,0.7045
MOD13A3_061__1_km_monthly_NDVI_doy2022244000000_aid0001,_1_km_monthly_NDVI,aid0001,2022-09-01,219.0,0.4634,0.8399,"(0.4634,0.8399)",0.7038922,0.095208,0.0090646,0.77565,0.8399,0.7318,0.4634,0.6323
MOD13A3_061__1_km_monthly_NDVI_doy2022274000000_aid0001,_1_km_monthly_NDVI,aid0001,2022-10-01,219.0,0.4409,0.8557,"(0.4409,0.8557)",0.7166484,0.0936648,0.0087731,0.7919,0.8557,0.7498,0.4409,0.6385
MOD13A3_061__1_km_monthly_NDVI_doy2022305000000_aid0001,_1_km_monthly_NDVI,aid0001,2022-11-01,219.0,0.273,0.8509,"(0.273,0.8509)",0.7552922,0.065236,0.0042557,0.8083,0.8509,0.7605,0.597,0.7157
MOD13A3_061__1_km_monthly_NDVI_doy2022335000000_aid0001,_1_km_monthly_NDVI,aid0001,2022-12-01,219.0,0.6297,0.8761,"(0.6297,0.8761)",0.7695566,0.0523797,0.0027436,0.81345,0.8761,0.7831,0.6297,0.72685
MOD13A3_061__1_km_monthly_NDVI_doy2023001000000_aid0001,_1_km_monthly_NDVI,aid0001,2023-01-01,219.0,0.5715,0.8559,"(0.5715,0.8559)",0.7390982,0.0686797,0.0047169,0.7915,0.8559,0.7621,0.5715,0.6723
MOD13A3_061__1_km_monthly_NDVI_doy2023032000000_aid0001,_1_km_monthly_NDVI,aid0001,2023-02-01,219.0,0.578,0.8559,"(0.578,0.8559)",0.7496078,0.0727159,0.0052876,0.80745,0.8559,0.7766,0.578,0.7007
MOD13A3_061__1_km_monthly_NDVI_doy2023060000000_aid0001,_1_km_monthly_NDVI,aid0001,2023-03-01,219.0,0.2689,0.8999,"(0.2689,0.8999)",0.7210416,0.1107624,0.0122683,0.80005,0.8999,0.7358,0.483,0.66985
MOD13A3_061__1_km_monthly_NDVI_doy2023091000000_aid0001,_1_km_monthly_NDVI,aid0001,2023-04-01,219.0,0.6123,0.8946,"(0.6123,0.8946)",0.7624621,0.064357,0.0041418,0.81255,0.8946,0.7701,0.6123,0.70965
MOD13A3_061__1_km_monthly_NDVI_doy2023121000000_aid0001,_1_km_monthly_NDVI,aid0001,2023-05-01,219.0,0.6035,0.8582,"(0.6035,0.8582)",0.7531142,0.0575517,0.0033122,0.7975,0.8582,0.7664,0.6035,0.7061
MOD13A3_061__1_km_monthly_NDVI_doy2023152000000_aid0001,_1_km_monthly_NDVI,aid0001,2023-06-01,219.0,0.6277,0.8608,"(0.6277,0.8608)",0.7716333,0.0599951,0.0035994,0.8204,0.8608,0.7948,0.6277,0.7101
MOD13A3_061__1_km_monthly_NDVI_doy2023182000000_aid0001,_1_km_monthly_NDVI,aid0001,2023-07-01,219.0,0.5475,0.8582,"(0.5475,0.8582)",0.7379105,0.0760401,0.0057821,0.79865,0.8582,0.7623,0.5475,0.6676
MOD13A3_061__1_km_monthly_NDVI_doy2023213000000_aid0001,_1_km_monthly_NDVI,aid0001,2023-08-01,219.0,0.4414,0.8282,"(0.4414,0.8282)",0.6789973,0.105644,0.0111607,0.7623,0.8282,0.7298,0.4414,0.56445
MOD13A3_061__1_km_monthly_NDVI_doy2023244000000_aid0001,_1_km_monthly_NDVI,aid0001,2023-09-01,219.0,0.4489,0.775,"(0.4489,0.775)",0.6391566,0.0845729,0.0071526,0.70485,0.775,0.6759,0.4489,0.56005
MOD13A3_061__1_km_monthly_NDVI_doy2023274000000_aid0001,_1_km_monthly_NDVI,aid0001,2023-10-01,219.0,0.4706,0.8076,"(0.4706,0.8076)",0.6839416,0.0857487,0.0073528,0.7571,0.8076,0.7071,0.4706,0.6031
MOD13A3_061__1_km_monthly_NDVI_doy2023305000000_aid0001,_1_km_monthly_NDVI,aid0001,2023-11-01,219.0,0.4206,0.8859,"(0.4206,0.8859)",0.7363927,0.0753631,0.0056796,0.7927,0.8859,0.7497,0.5168,0.67905
MOD13A3_061__1_km_monthly_NDVI_doy2023335000000_aid0001,_1_km_monthly_NDVI,aid0001,2023-12-01,219.0,0.583,0.8859,"(0.583,0.8859)",0.7533416,0.0608881,0.0037074,0.8042,0.8859,0.7613,0.583,0.71035
MOD13A3_061__1_km_monthly_NDVI_doy2024001000000_aid0001,_1_km_monthly_NDVI,aid0001,2024-01-01,219.0,0.5984,0.8527,"(0.5984,0.8527)",0.7626128,0.0606121,0.0036738,0.8116,0.8527,0.7858,0.5984,0.7053
MOD13A3_061__1_km_monthly_NDVI_doy2024032000000_aid0001,_1_km_monthly_NDVI,aid0001,2024-02-01,219.0,0.5233,0.841,"(0.5233,0.841)",0.7459731,0.0666195,0.0044382,0.7968,0.841,0.7697,0.5636,0.7003
MOD13A3_061__1_km_monthly_NDVI_doy2024061000000_aid0001,_1_km_monthly_NDVI,aid0001,2024-03-01,219.0,0.5957,0.873,"(0.5957,0.873)",0.7661388,0.0739428,0.0054675,0.82535,0.873,0.7913,0.5957,0.70355
MOD13A3_061__1_km_monthly_NDVI_doy2024092000000_aid0001,_1_km_monthly_NDVI,aid0001,2024-04-01,219.0,0.611,0.9091,"(0.611,0.9091)",0.7656498,0.0595063,0.003541,0.8176,0.9091,0.7681,0.611,0.7197
MOD13A3_061__1_km_monthly_NDVI_doy2024122000000_aid0001,_1_km_monthly_NDVI,aid0001,2024-05-01,219.0,0.6043,0.8547,"(0.6043,0.8547)",0.7786991,0.0440632,0.0019416,0.80865,0.8547,0.7846,0.6855,0.75405
MOD13A3_061__1_km_monthly_NDVI_doy2024153000000_aid0001,_1_km_monthly_NDVI,aid0001,2024-06-01,219.0,0.6342,0.8634,"(0.6342,0.8634)",0.7792562,0.0556315,0.0030949,0.8249,0.8634,0.7983,0.6342,0.74125
MOD13A3_061__1_km_monthly_NDVI_doy2024183000000_aid0001,_1_km_monthly_NDVI,aid0001,2024-07-01,219.0,0.6094,0.9007,"(0.6094,0.9007)",0.747921,0.0647373,0.0041909,0.7937,0.9007,0.7578,0.6094,0.69235
MOD13A3_061__1_km_monthly_NDVI_doy2024214000000_aid0001,_1_km_monthly_NDVI,aid0001,2024-08-01,219.0,0.4815,0.8135,"(0.4815,0.8135)",0.6937151,0.0892009,0.0079568,0.7647,0.8135,0.7302,0.4815,0.5973
MOD13A3_061__1_km_monthly_NDVI_doy2024245000000_aid0001,_1_km_monthly_NDVI,aid0001,2024-09-01,219.0,0.3992,0.791,"(0.3992,0.791)",0.6045753,0.1030845,0.0106264,0.67715,0.791,0.639,0.3992,0.4989
MOD13A3_061__1_km_monthly_NDVI_doy2024275000000_aid0001,_1_km_monthly_NDVI,aid0001,2024-10-01,219.0,0.4796,0.8708,"(0.4796,0.8708)",0.665637,0.0805503,0.0064883,0.7254,0.8708,0.6916,0.4796,0.606
MOD13A3_061__1_km_monthly_NDVI_doy2024306000000_aid0001,_1_km_monthly_NDVI,aid0001,2024-11-01,219.0,0.6192,0.8711,"(0.6192,0.8711)",0.7759064,0.0534154,0.0028532,0.818,0.8711,0.7818,0.6192,0.737
MOD13A3_061__1_km_monthly_NDVI_doy2024336000000_aid0001,_1_km_monthly_NDVI,aid0001,2024-12-01,219.0,0.5732,0.9095,"(0.5732,0.9095)",0.7857598,0.0629602,0.003964,0.8396,0.9095,0.7807,0.6069,0.7431
MOD13A3_061__1_km_monthly_NDVI_doy2025001000000_aid0001,_1_km_monthly_NDVI,aid0001,2025-01-01,219.0,0.1609,0.8752,"(0.1609,0.8752)",0.759374,0.0911825,0.0083142,0.8273,0.8752,0.7743,0.5342,0.70895
MOD13A3_061__1_km_monthly_NDVI_doy2025032000000_aid0001,_1_km_monthly_NDVI,aid0001,2025-02-01,219.0,0.5342,0.8799,"(0.5342,0.8799)",0.7558046,0.0681383,0.0046428,0.81195,0.8799,0.7595,0.5753,0.7126
MOD13A3_061__1_km_monthly_NDVI_doy2025060000000_aid0001,_1_km_monthly_NDVI,aid0001,2025-03-01,219.0,0.4953,0.8859,"(0.4953,0.8859)",0.7453598,0.0767662,0.005893,0.8075,0.8859,0.7492,0.5116,0.6874
MOD13A3_061__1_km_monthly_NDVI_doy2025091000000_aid0001,_1_km_monthly_NDVI,aid0001,2025-04-01,219.0,0.4728,0.9318,"(0.4728,0.9318)",0.7760247,0.0850229,0.0072289,0.8422,0.9318,0.7796,0.5984,0.7197
MOD13A3_061__1_km_monthly_NDVI_doy2025121000000_aid0001,_1_km_monthly_NDVI,aid0001,2025-05-01,219.0,0.5566,0.9047,"(0.5566,0.9047)",0.7840502,0.0733136,0.0053749,0.8436,0.9047,0.8013,0.5732,0.73425
MOD13A3_061__1_km_monthly_NDVI_doy2025152000000_aid0001,_1_km_monthly_NDVI,aid0001,2025-06-01,219.0,0.4781,0.8846,"(0.4781,0.8846)",0.7739749,0.061013,0.0037226,0.82145,0.8846,0.7754,0.6035,0.73165
MOD13A3_061__1_km_monthly_NDVI_doy2025182000000_aid0001,_1_km_monthly_NDVI,aid0001,2025-07-01,219.0,0.5706,0.854,"(0.5706,0.854)",0.7554132,0.0576042,0.0033182,0.8028,0.854,0.7719,0.6075,0.7111
MOD13A3_061__1_km_monthly_NDVI_doy2025213000000_aid0001,_1_km_monthly_NDVI,aid0001,2025-08-01,219.0,0.5082,0.8291,"(0.5082,0.8291)",0.7244516,0.0636888,0.0040563,0.77565,0.8291,0.7462,0.5675,0.6703
MOD13A3_061__1_km_monthly_NDVI_doy2025244000000_aid0001,_1_km_monthly_NDVI,aid0001,2025-09-01,219.0,0.4157,0.7615,"(0.4157,0.7615)",0.6375228,0.0854038,0.0072938,0.7062,0.7615,0.6761,0.4157,0.54725
MOD13A3_061__1_km_monthly_NDVI_doy2025274000000_aid0001,_1_km_monthly_NDVI,aid0001,2025-10-01,219.0,0.4284,0.8421,"(0.4284,0.8421)",0.6631018,0.0853077,0.0072774,0.7232,0.8421,0.6881,0.4418,0.6095
