File Name,Dataset,aid,Date,Count,Minimum,Maximum,Range,Mean,Standard Deviation,Variance,Upper Quartile,Upper 1.5 IQR,Median,Lower 1.5 IQR,Lower Quartile
MOD13A3_061__1_km_monthly_EVI_doy2025244000000_aid0001,_1_km_monthly_EVI,aid0001,2025-09-01,219.0,0.2313,0.6567,"(0.2313,0.6567)",0.4896466,0.1221729,0.0149262,0.5895,0.6567,0.5414,0.2313,0.37675
MOD13A3_061__1_km_monthly_EVI_doy2025274000000_aid0001,_1_km_monthly_EVI,aid0001,2025-10-01,219.0,0.2716,0.6501,"(0.2716,0.6501)",0.4566982,0.0989527,0.0097916,0.52045,0.6501,0.4627,0.2716,0.37785
MOD13A3_061__1_km_monthly_NDVI_doy2010001000000_aid0001,_1_km_monthly_NDVI,aid0001,2010-01-01,219.0,0.4983,0.8761,"(0.4983,0.8761)",0.7398626,0.1035649,0.0107257,0.8255,0.8761,0.7796,0.4983,0.6498
MOD13A3_061__1_km_monthly_NDVI_doy2010032000000_aid0001,_1_km_monthly_NDVI,aid0001,2010-02-01,219.0,0.414,0.8964,"(0.414,0.8964)",0.7216708,0.1219091,0.0148618,0.8095,0.8964,0.77,0.414,0.6183
MOD13A3_061__1_km_monthly_NDVI_doy2010060000000_aid0001,_1_km_monthly_NDVI,aid0001,2010-03-01,219.0,0.4146,0.8977,"(0.4146,0.8977)",0.7299539,0.1163833,0.0135451,0.81985,0.8977,0.7624,0.4634,0.67575
MOD13A3_061__1_km_monthly_NDVI_doy2010091000000_aid0001,_1_km_monthly_NDVI,aid0001,2010-04-01,219.0,0.5469,0.8977,"(0.5469,0.8977)",0.7503201,0.0776222,0.0060252,0.8074,0.8977,0.7692,0.5469,0.6925
MOD13A3_061__1_km_monthly_NDVI_doy2010121000000_aid0001,_1_km_monthly_NDVI,aid0001,2010-05-01,219.0,0.2686,0.8757,"(0.2686,0.8757)",0.7408849,0.0855299,0.0073154,0.80375,0.8757,0.7527,0.5713,0.69745
MOD13A3_061__1_km_monthly_NDVI_doy2010152000000_aid0001,_1_km_monthly_NDVI,aid0001,2010-06-01,219.0,0.3118,0.9066,"(0.3118,0.9066)",0.7266635,0.0987394,0.0097495,0.79125,0.9066,0.7441,0.5644,0.6881
MOD13A3_061__1_km_monthly_NDVI_doy2010182000000_aid0001,_1_km_monthly_NDVI,aid0001,2010-07-01,219.0,0.392,0.8912,"(0.392,0.8912)",0.7209397,0.0779169,0.006071,0.77785,0.8912,0.7222,0.5325,0.6753
MOD13A3_061__1_km_monthly_NDVI_doy2010213000000_aid0001,_1_km_monthly_NDVI,aid0001,2010-08-01,219.0,0.5914,0.8903,"(0.5914,0.8903)",0.7241429,0.0614187,0.0037723,0.7724,0.8903,0.7334,0.5914,0.67405
MOD13A3_061__1_km_monthly_NDVI_doy2010244000000_aid0001,_1_km_monthly_NDVI,aid0001,2010-09-01,219.0,0.4184,0.7917,"(0.4184,0.7917)",0.6575502,0.0875935,0.0076726,0.7248,0.7917,0.6894,0.4184,0.57585
MOD13A3_061__1_km_monthly_NDVI_doy2010274000000_aid0001,_1_km_monthly_NDVI,aid0001,2010-10-01,219.0,0.2956,0.8568,"(0.2956,0.8568)",0.6394982,0.1242874,0.0154473,0.7392,0.8568,0.6581,0.2956,0.5428
MOD13A3_061__1_km_monthly_NDVI_doy2010305000000_aid0001,_1_km_monthly_NDVI,aid0001,2010-11-01,219.0,0.0631,0.8704,"(0.0631,0.8704)",0.4984078,0.2430933,0.0590943,0.69355,0.8704,0.5756,0.0631,0.26175
MOD13A3_061__1_km_monthly_NDVI_doy2010335000000_aid0001,_1_km_monthly_NDVI,aid0001,2010-12-01,219.0,0.0676,0.8671,"(0.0676,0.8671)",0.6147151,0.208525,0.0434827,0.7654,0.8671,0.6986,0.1527,0.51585
MOD13A3_061__1_km_monthly_NDVI_doy2011001000000_aid0001,_1_km_monthly_NDVI,aid0001,2011-01-01,219.0,0.0715,0.8363,"(0.0715,0.8363)",0.5694406,0.2091646,0.0437498,0.71675,0.8363,0.6539,0.1051,0.46885
MOD13A3_061__1_km_monthly_NDVI_doy2011032000000_aid0001,_1_km_monthly_NDVI,aid0001,2011-02-01,219.0,0.1269,0.8436,"(0.1269,0.8436)",0.6721342,0.1259573,0.0158652,0.7545,0.8436,0.7012,0.4927,0.6485
MOD13A3_061__1_km_monthly_NDVI_doy2011060000000_aid0001,_1_km_monthly_NDVI,aid0001,2011-03-01,219.0,0.1395,0.8706,"(0.1395,0.8706)",0.7115525,0.1249145,0.0156036,0.7902,0.8706,0.7318,0.5312,0.6795
MOD13A3_061__1_km_monthly_NDVI_doy2011091000000_aid0001,_1_km_monthly_NDVI,aid0001,2011-04-01,219.0,0.416,0.856,"(0.416,0.856)",0.73239,0.0718796,0.0051667,0.78485,0.856,0.7476,0.5807,0.6913
MOD13A3_061__1_km_monthly_NDVI_doy2011121000000_aid0001,_1_km_monthly_NDVI,aid0001,2011-05-01,219.0,0.36,0.894,"(0.36,0.894)",0.7368119,0.0837727,0.0070179,0.79935,0.894,0.7458,0.5327,0.69125
MOD13A3_061__1_km_monthly_NDVI_doy2011152000000_aid0001,_1_km_monthly_NDVI,aid0001,2011-06-01,219.0,0.5222,0.9162,"(0.5222,0.9162)",0.7638658,0.0732633,0.0053675,0.8185,0.9162,0.775,0.5877,0.71915
MOD13A3_061__1_km_monthly_NDVI_doy2011182000000_aid0001,_1_km_monthly_NDVI,aid0001,2011-07-01,219.0,0.5697,0.8567,"(0.5697,0.8567)",0.7359753,0.0633262,0.0040102,0.7836,0.8567,0.7644,0.5697,0.6751
MOD13A3_061__1_km_monthly_NDVI_doy2011213000000_aid0001,_1_km_monthly_NDVI,aid0001,2011-08-01,219.0,0.5406,0.8676,"(0.5406,0.8676)",0.7182032,0.0679982,0.0046238,0.765,0.8676,0.739,0.5406,0.66865
MOD13A3_061__1_km_monthly_NDVI_doy2011244000000_aid0001,_1_km_monthly_NDVI,aid0001,2011-09-01,219.0,0.4645,0.7992,"(0.4645,0.7992)",0.6650091,0.0859251,0.0073831,0.73,0.7992,0.6988,0.4645,0.59055
MOD13A3_061__1_km_monthly_NDVI_doy2011274000000_aid0001,_1_km_monthly_NDVI,aid0001,2011-10-01,219.0,0.0665,0.874,"(0.0665,0.874)",0.564874,0.1924602,0.0370409,0.68525,0.874,0.6178,0.1305,0.46095
MOD13A3_061__1_km_monthly_NDVI_doy2011305000000_aid0001,_1_km_monthly_NDVI,aid0001,2011-11-01,219.0,0.305,0.8515,"(0.305,0.8515)",0.6981233,0.0779324,0.0060735,0.74815,0.8515,0.7105,0.5364,0.6558
MOD13A3_061__1_km_monthly_NDVI_doy2011335000000_aid0001,_1_km_monthly_NDVI,aid0001,2011-12-01,219.0,0.371,0.8841,"(0.371,0.8841)",0.7326644,0.0762941,0.0058208,0.78545,0.8841,0.743,0.5654,0.69465
MOD13A3_061__1_km_monthly_NDVI_doy2012001000000_aid0001,_1_km_monthly_NDVI,aid0001,2012-01-01,219.0,0.0404,0.8933,"(0.0404,0.8933)",0.696705,0.1507436,0.0227236,0.7855,0.8933,0.7234,0.5002,0.6678
MOD13A3_061__1_km_monthly_NDVI_doy2012032000000_aid0001,_1_km_monthly_NDVI,aid0001,2012-02-01,206.0,0.0844,0.8774,"(0.0844,0.8774)",0.6079282,0.2012566,0.0405042,0.73895,0.8774,0.65865,0.2812,0.549925
MOD13A3_061__1_km_monthly_NDVI_doy2012061000000_aid0001,_1_km_monthly_NDVI,aid0001,2012-03-01,219.0,0.1297,0.8774,"(0.1297,0.8774)",0.7342575,0.0998522,0.0099705,0.80445,0.8774,0.7523,0.5386,0.669
MOD13A3_061__1_km_monthly_NDVI_doy2012092000000_aid0001,_1_km_monthly_NDVI,aid0001,2012-04-01,219.0,0.582,0.873,"(0.582,0.873)",0.7394909,0.067738,0.0045884,0.7955,0.873,0.7499,0.582,0.67425
MOD13A3_061__1_km_monthly_NDVI_doy2012122000000_aid0001,_1_km_monthly_NDVI,aid0001,2012-05-01,219.0,0.538,0.87,"(0.538,0.87)",0.7374507,0.0631816,0.0039919,0.78995,0.87,0.749,0.538,0.68495
MOD13A3_061__1_km_monthly_NDVI_doy2012153000000_aid0001,_1_km_monthly_NDVI,aid0001,2012-06-01,219.0,0.4928,0.8616,"(0.4928,0.8616)",0.7070247,0.0869939,0.0075679,0.7752,0.8616,0.7384,0.4928,0.6273
MOD13A3_061__1_km_monthly_NDVI_doy2012183000000_aid0001,_1_km_monthly_NDVI,aid0001,2012-07-01,219.0,0.3852,0.8182,"(0.3852,0.8182)",0.6606388,0.1022704,0.0104592,0.7366,0.8182,0.7051,0.3852,0.55495
MOD13A3_061__1_km_monthly_NDVI_doy2012214000000_aid0001,_1_km_monthly_NDVI,aid0001,2012-08-01,219.0,0.3552,0.7867,"(0.3552,0.7867)",0.5804242,0.1084812,0.0117682,0.66775,0.7867,0.624,0.3552,0.46545
MOD13A3_061__1_km_monthly_NDVI_doy2012245000000_aid0001,_1_km_monthly_NDVI,aid0001,2012-09-01,219.0,0.3136,0.8391,"(0.3136,0.8391)",0.549516,0.1202861,0.0144688,0.64365,0.8391,0.5991,0.3136,0.40975
MOD13A3_061__1_km_monthly_NDVI_doy2012275000000_aid0001,_1_km_monthly_NDVI,aid0001,2012-10-01,219.0,0.4028,0.846,"(0.4028,0.846)",0.6399808,0.121111,0.0146679,0.7371,0.846,0.6746,0.4028,0.52275
MOD13A3_061__1_km_monthly_NDVI_doy2012306000000_aid0001,_1_km_monthly_NDVI,aid0001,2012-11-01,219.0,0.0658,0.8277,"(0.0658,0.8277)",0.6798,0.1168963,0.0136648,0.76775,0.8277,0.698,0.4211,0.6236
MOD13A3_061__1_km_monthly_NDVI_doy2012336000000_aid0001,_1_km_monthly_NDVI,aid0001,2012-12-01,219.0,0.3682,0.9137,"(0.3682,0.9137)",0.7662635,0.0716721,0.0051369,0.8128,0.9137,0.7651,0.6045,0.7285
MOD13A3_061__1_km_monthly_NDVI_doy2013001000000_aid0001,_1_km_monthly_NDVI,aid0001,2013-01-01,219.0,0.585,0.8677,"(0.585,0.8677)",0.7587904,0.0658586,0.0043374,0.81305,0.8677,0.7799,0.585,0.70395
MOD13A3_061__1_km_monthly_NDVI_doy2013032000000_aid0001,_1_km_monthly_NDVI,aid0001,2013-02-01,219.0,0.4084,0.9008,"(0.4084,0.9008)",0.7631384,0.0760193,0.0057789,0.8237,0.9008,0.7906,0.5329,0.7059
MOD13A3_061__1_km_monthly_NDVI_doy2013060000000_aid0001,_1_km_monthly_NDVI,aid0001,2013-03-01,219.0,0.1309,0.8821,"(0.1309,0.8821)",0.6998137,0.1290645,0.0166576,0.79375,0.8821,0.727,0.439,0.6515
MOD13A3_061__1_km_monthly_NDVI_doy2013091000000_aid0001,_1_km_monthly_NDVI,aid0001,2013-04-01,219.0,0.5608,0.8609,"(0.5608,0.8609)",0.7511553,0.0784309,0.0061514,0.81795,0.8609,0.7803,0.5608,0.6885
MOD13A3_061__1_km_monthly_NDVI_doy2013121000000_aid0001,_1_km_monthly_NDVI,aid0001,2013-05-01,219.0,0.5996,0.8831,"(0.5996,0.8831)",0.7665256,0.0634138,0.0040213,0.8165,0.8831,0.786,0.5996,0.7177
MOD13A3_061__1_km_monthly_NDVI_doy2013152000000_aid0001,_1_km_monthly_NDVI,aid0001,2013-06-01,219.0,0.5845,0.8657,"(0.5845,0.8657)",0.7462484,0.0645535,0.0041672,0.7946,0.8657,0.7537,0.5845,0.69925
MOD13A3_061__1_km_monthly_NDVI_doy2013182000000_aid0001,_1_km_monthly_NDVI,aid0001,2013-07-01,219.0,0.4483,0.8395,"(0.4483,0.8395)",0.710353,0.0855536,0.0073194,0.77865,0.8395,0.7397,0.4483,0.642
MOD13A3_061__1_km_monthly_NDVI_doy2013213000000_aid0001,_1_km_monthly_NDVI,aid0001,2013-08-01,219.0,0.3973,0.8247,"(0.3973,0.8247)",0.6689233,0.1071253,0.0114758,0.7497,0.8247,0.7091,0.3973,0.58695
MOD13A3_061__1_km_monthly_NDVI_doy2013244000000_aid0001,_1_km_monthly_NDVI,aid0001,2013-09-01,219.0,0.3391,0.8118,"(0.3391,0.8118)",0.6268598,0.1250355,0.0156339,0.724,0.8118,0.6889,0.3391,0.50605
MOD13A3_061__1_km_monthly_NDVI_doy2013274000000_aid0001,_1_km_monthly_NDVI,aid0001,2013-10-01,219.0,0.1943,0.8501,"(0.1943,0.8501)",0.6067315,0.1486669,0.0221019,0.73335,0.8501,0.6536,0.1943,0.474
MOD13A3_061__1_km_monthly_NDVI_doy2013305000000_aid0001,_1_km_monthly_NDVI,aid0001,2013-11-01,219.0,0.0751,0.8756,"(0.0751,0.8756)",0.5687233,0.162943,0.0265504,0.6763,0.8756,0.5972,0.2764,0.51075
MOD13A3_061__1_km_monthly_NDVI_doy2013335000000_aid0001,_1_km_monthly_NDVI,aid0001,2013-12-01,219.0,0.5469,0.8931,"(0.5469,0.8931)",0.7594644,0.0695285,0.0048342,0.8174,0.8931,0.7695,0.5469,0.70505
MOD13A3_061__1_km_monthly_NDVI_doy2014001000000_aid0001,_1_km_monthly_NDVI,aid0001,2014-01-01,219.0,0.5679,0.8946,"(0.5679,0.8946)",0.7659534,0.0695148,0.0048323,0.8184,0.8946,0.7814,0.5679,0.7151
MOD13A3_061__1_km_monthly_NDVI_doy2014032000000_aid0001,_1_km_monthly_NDVI,aid0001,2014-02-01,219.0,0.1631,0.9303,"(0.1631,0.9303)",0.7094635,0.1155675,0.0133559,0.7995,0.9303,0.7141,0.4496,0.642
MOD13A3_061__1_km_monthly_NDVI_doy2014060000000_aid0001,_1_km_monthly_NDVI,aid0001,2014-03-01,219.0,0.6274,0.9009,"(0.6274,0.9009)",0.7733849,0.0618193,0.0038216,0.81845,0.9009,0.7844,0.6274,0.7291
MOD13A3_061__1_km_monthly_NDVI_doy2014091000000_aid0001,_1_km_monthly_NDVI,aid0001,2014-04-01,219.0,0.5927,0.8635,"(0.5927,0.8635)",0.7473922,0.0650957,0.0042374,0.79985,0.8635,0.7614,0.5927,0.6959
MOD13A3_061__1_km_monthly_NDVI_doy2014121000000_aid0001,_1_km_monthly_NDVI,aid0001,2014-05-01,219.0,0.6207,0.8979,"(0.6207,0.8979)",0.761658,0.0535581,0.0028685,0.80435,0.8979,0.7667,0.6207,0.7174
MOD13A3_061__1_km_monthly_NDVI_doy2014152000000_aid0001,_1_km_monthly_NDVI,aid0001,2014-06-01,219.0,0.6182,0.8775,"(0.6182,0.8775)",0.7708918,0.055692,0.0031016,0.8123,0.8775,0.7811,0.6182,0.72925
MOD13A3_061__1_km_monthly_NDVI_doy2014182000000_aid0001,_1_km_monthly_NDVI,aid0001,2014-07-01,219.0,0.505,0.8514,"(0.505,0.8514)",0.7074146,0.0885908,0.0078483,0.7782,0.8514,0.7392,0.505,0.62635
MOD13A3_061__1_km_monthly_NDVI_doy2014213000000_aid0001,_1_km_monthly_NDVI,aid0001,2014-08-01,219.0,0.372,0.8021,"(0.372,0.8021)",0.6295836,0.1124953,0.0126552,0.7204,0.8021,0.6828,0.372,0.51425
MOD13A3_061__1_km_monthly_NDVI_doy2014244000000_aid0001,_1_km_monthly_NDVI,aid0001,2014-09-01,219.0,0.3356,0.8302,"(0.3356,0.8302)",0.6197479,0.1206315,0.014552,0.72705,0.8302,0.6655,0.3356,0.50925
MOD13A3_061__1_km_monthly_NDVI_doy2014274000000_aid0001,_1_km_monthly_NDVI,aid0001,2014-10-01,219.0,0.4079,0.7867,"(0.4079,0.7867)",0.6417954,0.0970914,0.0094267,0.72215,0.7867,0.6716,0.4079,0.56185
MOD13A3_061__1_km_monthly_NDVI_doy2014305000000_aid0001,_1_km_monthly_NDVI,aid0001,2014-11-01,219.0,0.2013,0.8834,"(0.2013,0.8834)",0.743442,0.1009712,0.0101952,0.8052,0.8834,0.7638,0.5625,0.70355
MOD13A3_061__1_km_monthly_NDVI_doy2014335000000_aid0001,_1_km_monthly_NDVI,aid0001,2014-12-01,219.0,0.4637,0.879,"(0.4637,0.879)",0.7671959,0.0676164,0.004572,0.8203,0.879,0.7787,0.5943,0.7211
MOD13A3_061__1_km_monthly_NDVI_doy2015001000000_aid0001,_1_km_monthly_NDVI,aid0001,2015-01-01,219.0,0.6319,0.8825,"(0.6319,0.8825)",0.7626662,0.0622702,0.0038776,0.8125,0.8825,0.772,0.6319,0.71295
MOD13A3_061__1_km_monthly_NDVI_doy2015032000000_aid0001,_1_km_monthly_NDVI,aid0001,2015-02-01,219.0,0.4941,0.8871,"(0.4941,0.8871)",0.7392945,0.0625368,0.0039108,0.7866,0.8871,0.7522,0.5784,0.6915
MOD13A3_061__1_km_monthly_NDVI_doy2015060000000_aid0001,_1_km_monthly_NDVI,aid0001,2015-03-01,219.0,0.5066,0.8538,"(0.5066,0.8538)",0.7226374,0.0791358,0.0062625,0.7877,0.8538,0.7425,0.5066,0.6596
MOD13A3_061__1_km_monthly_NDVI_doy2015091000000_aid0001,_1_km_monthly_NDVI,aid0001,2015-04-01,219.0,0.5625,0.921,"(0.5625,0.921)",0.7566114,0.0716968,0.0051404,0.8126,0.921,0.7729,0.5625,0.69295
MOD13A3_061__1_km_monthly_NDVI_doy2015121000000_aid0001,_1_km_monthly_NDVI,aid0001,2015-05-01,219.0,0.5832,0.921,"(0.5832,0.921)",0.7541543,0.077215,0.0059622,0.81165,0.921,0.779,0.5832,0.68765
MOD13A3_061__1_km_monthly_NDVI_doy2015152000000_aid0001,_1_km_monthly_NDVI,aid0001,2015-06-01,219.0,0.4192,0.8917,"(0.4192,0.8917)",0.7143795,0.1207667,0.0145846,0.81125,0.8917,0.7652,0.4192,0.59555
MOD13A3_061__1_km_monthly_NDVI_doy2015182000000_aid0001,_1_km_monthly_NDVI,aid0001,2015-07-01,219.0,0.3563,0.8704,"(0.3563,0.8704)",0.6554018,0.1388187,0.0192706,0.7627,0.8704,0.7145,0.3563,0.5263
MOD13A3_061__1_km_monthly_NDVI_doy2015213000000_aid0001,_1_km_monthly_NDVI,aid0001,2015-08-01,219.0,0.3221,0.8367,"(0.3221,0.8367)",0.6211114,0.1380082,0.0190463,0.73185,0.8367,0.6659,0.3221,0.4923
MOD13A3_061__1_km_monthly_NDVI_doy2015244000000_aid0001,_1_km_monthly_NDVI,aid0001,2015-09-01,219.0,0.3076,0.8256,"(0.3076,0.8256)",0.5629493,0.1232725,0.0151961,0.6642,0.8256,0.583,0.3076,0.4523
MOD13A3_061__1_km_monthly_NDVI_doy2015274000000_aid0001,_1_km_monthly_NDVI,aid0001,2015-10-01,219.0,0.4377,0.836,"(0.4377,0.836)",0.6822082,0.1030873,0.010627,0.767,0.836,0.7003,0.4377,0.61535
MOD13A3_061__1_km_monthly_NDVI_doy2015305000000_aid0001,_1_km_monthly_NDVI,aid0001,2015-11-01,219.0,0.5922,0.8627,"(0.5922,0.8627)",0.7591297,0.0651102,0.0042393,0.8131,0.8627,0.7683,0.5922,0.70595
MOD13A3_061__1_km_monthly_NDVI_doy2015335000000_aid0001,_1_km_monthly_NDVI,aid0001,2015-12-01,219.0,0.4808,0.8666,"(0.4808,0.8666)",0.7514183,0.0920507,0.0084733,0.8208,0.8666,0.7783,0.5143,0.695
MOD13A3_061__1_km_monthly_NDVI_doy2016001000000_aid0001,_1_km_monthly_NDVI,aid0001,2016-01-01,219.0,0.387,0.8583,"(0.387,0.8583)",0.6964493,0.1132379,0.0128228,0.78645,0.8583,0.733,0.387,0.6016
MOD13A3_061__1_km_monthly_NDVI_doy2016032000000_aid0001,_1_km_monthly_NDVI,aid0001,2016-02-01,219.0,0.3925,0.9533,"(0.3925,0.9533)",0.7135516,0.1203234,0.0144777,0.8026,0.9533,0.7567,0.3925,0.6145
MOD13A3_061__1_km_monthly_NDVI_doy2016061000000_aid0001,_1_km_monthly_NDVI,aid0001,2016-03-01,219.0,0.141,0.898,"(0.141,0.898)",0.6958543,0.1418523,0.0201221,0.81245,0.898,0.7137,0.3483,0.6097
MOD13A3_061__1_km_monthly_NDVI_doy2016092000000_aid0001,_1_km_monthly_NDVI,aid0001,2016-04-01,219.0,0.4271,0.8924,"(0.4271,0.8924)",0.7350452,0.0965138,0.0093149,0.80845,0.8924,0.7617,0.5041,0.6595
MOD13A3_061__1_km_monthly_NDVI_doy2016122000000_aid0001,_1_km_monthly_NDVI,aid0001,2016-05-01,219.0,0.5144,0.893,"(0.5144,0.893)",0.7566731,0.069041,0.0047667,0.8109,0.893,0.7593,0.5818,0.712
MOD13A3_061__1_km_monthly_NDVI_doy2016153000000_aid0001,_1_km_monthly_NDVI,aid0001,2016-06-01,219.0,0.5007,0.9245,"(0.5007,0.9245)",0.752447,0.0847623,0.0071846,0.82735,0.9245,0.7734,0.5007,0.6778
MOD13A3_061__1_km_monthly_NDVI_doy2016183000000_aid0001,_1_km_monthly_NDVI,aid0001,2016-07-01,219.0,0.385,0.9245,"(0.385,0.9245)",0.7134123,0.1130362,0.0127772,0.8017,0.9245,0.7442,0.385,0.60825
MOD13A3_061__1_km_monthly_NDVI_doy2016214000000_aid0001,_1_km_monthly_NDVI,aid0001,2016-08-01,219.0,0.3382,0.8224,"(0.3382,0.8224)",0.6200708,0.1229917,0.015127,0.71955,0.8224,0.6648,0.3382,0.48915
MOD13A3_061__1_km_monthly_NDVI_doy2016245000000_aid0001,_1_km_monthly_NDVI,aid0001,2016-09-01,219.0,0.3062,0.7801,"(0.3062,0.7801)",0.5917575,0.1318335,0.0173801,0.696,0.7801,0.646,0.3062,0.4545
MOD13A3_061__1_km_monthly_NDVI_doy2016275000000_aid0001,_1_km_monthly_NDVI,aid0001,2016-10-01,219.0,0.4318,0.8766,"(0.4318,0.8766)",0.6753388,0.0994946,0.0098992,0.75695,0.8766,0.6928,0.4318,0.5987
MOD13A3_061__1_km_monthly_NDVI_doy2016306000000_aid0001,_1_km_monthly_NDVI,aid0001,2016-11-01,219.0,0.5541,0.8647,"(0.5541,0.8647)",0.7485233,0.0602849,0.0036343,0.7989,0.8647,0.7498,0.5934,0.70735
MOD13A3_061__1_km_monthly_NDVI_doy2016336000000_aid0001,_1_km_monthly_NDVI,aid0001,2016-12-01,219.0,0.5541,0.8904,"(0.5541,0.8904)",0.7667493,0.0605809,0.00367,0.81035,0.8904,0.7752,0.6211,0.73415
MOD13A3_061__1_km_monthly_NDVI_doy2017001000000_aid0001,_1_km_monthly_NDVI,aid0001,2017-01-01,219.0,0.6616,0.8889,"(0.6616,0.8889)",0.7764594,0.0565837,0.0032017,0.82305,0.8889,0.7762,0.6616,0.72765
MOD13A3_061__1_km_monthly_NDVI_doy2017032000000_aid0001,_1_km_monthly_NDVI,aid0001,2017-02-01,219.0,0.6434,0.8981,"(0.6434,0.8981)",0.7944831,0.0618576,0.0038264,0.8482,0.8981,0.8082,0.6434,0.73935
MOD13A3_061__1_km_monthly_NDVI_doy2017060000000_aid0001,_1_km_monthly_NDVI,aid0001,2017-03-01,219.0,0.5683,0.8846,"(0.5683,0.8846)",0.7673352,0.0603038,0.0036365,0.82105,0.8846,0.7728,0.5683,0.71605
MOD13A3_061__1_km_monthly_NDVI_doy2017091000000_aid0001,_1_km_monthly_NDVI,aid0001,2017-04-01,219.0,0.5487,0.8739,"(0.5487,0.8739)",0.755421,0.0539967,0.0029156,0.79565,0.8739,0.7623,0.6045,0.7185
MOD13A3_061__1_km_monthly_NDVI_doy2017121000000_aid0001,_1_km_monthly_NDVI,aid0001,2017-05-01,219.0,0.6376,0.8618,"(0.6376,0.8618)",0.7741539,0.0547141,0.0029936,0.82025,0.8618,0.782,0.6376,0.73225
MOD13A3_061__1_km_monthly_NDVI_doy2017152000000_aid0001,_1_km_monthly_NDVI,aid0001,2017-06-01,219.0,0.4542,0.8735,"(0.4542,0.8735)",0.7765338,0.0600443,0.0036053,0.8278,0.8735,0.7834,0.6419,0.73805
MOD13A3_061__1_km_monthly_NDVI_doy2017182000000_aid0001,_1_km_monthly_NDVI,aid0001,2017-07-01,219.0,0.6234,0.8635,"(0.6234,0.8635)",0.7526297,0.0526705,0.0027742,0.7968,0.8635,0.7683,0.6234,0.71235
MOD13A3_061__1_km_monthly_NDVI_doy2017213000000_aid0001,_1_km_monthly_NDVI,aid0001,2017-08-01,219.0,0.5068,0.8422,"(0.5068,0.8422)",0.7105731,0.0932333,0.0086925,0.78985,0.8422,0.749,0.5068,0.6158
MOD13A3_061__1_km_monthly_NDVI_doy2017244000000_aid0001,_1_km_monthly_NDVI,aid0001,2017-09-01,219.0,0.465,0.8179,"(0.465,0.8179)",0.6745333,0.0885461,0.0078404,0.74585,0.8179,0.7114,0.465,0.5807
MOD13A3_061__1_km_monthly_NDVI_doy2017274000000_aid0001,_1_km_monthly_NDVI,aid0001,2017-10-01,219.0,0.3667,0.8691,"(0.3667,0.8691)",0.6741032,0.0997004,0.0099402,0.75725,0.8691,0.6994,0.3667,0.5825
MOD13A3_061__1_km_monthly_NDVI_doy2017305000000_aid0001,_1_km_monthly_NDVI,aid0001,2017-11-01,219.0,0.1317,0.9308,"(0.1317,0.9308)",0.6726178,0.1610707,0.0259438,0.77955,0.9308,0.7086,0.4476,0.645
MOD13A3_061__1_km_monthly_NDVI_doy2017335000000_aid0001,_1_km_monthly_NDVI,aid0001,2017-12-01,219.0,0.3043,0.9308,"(0.3043,0.9308)",0.7589151,0.0751062,0.0056409,0.8116,0.9308,0.7721,0.5932,0.71355
MOD13A3_061__1_km_monthly_NDVI_doy2018001000000_aid0001,_1_km_monthly_NDVI,aid0001,2018-01-01,219.0,0.5268,0.9,"(0.5268,0.9)",0.7625265,0.0681339,0.0046422,0.8108,0.9,0.7825,0.5822,0.7136
MOD13A3_061__1_km_monthly_NDVI_doy2018032000000_aid0001,_1_km_monthly_NDVI,aid0001,2018-02-01,219.0,0.5509,0.8838,"(0.5509,0.8838)",0.7597808,0.0651326,0.0042423,0.81295,0.8838,0.7708,0.5823,0.7087
MOD13A3_061__1_km_monthly_NDVI_doy2018060000000_aid0001,_1_km_monthly_NDVI,aid0001,2018-03-01,219.0,0.5582,0.8843,"(0.5582,0.8843)",0.7291429,0.0822182,0.0067598,0.79795,0.8843,0.749,0.5582,0.648
MOD13A3_061__1_km_monthly_NDVI_doy2018091000000_aid0001,_1_km_monthly_NDVI,aid0001,2018-04-01,219.0,0.1341,0.8876,"(0.1341,0.8876)",0.6910256,0.120829,0.0145996,0.7812,0.8876,0.7142,0.3904,0.6241
MOD13A3_061__1_km_monthly_NDVI_doy2018121000000_aid0001,_1_km_monthly_NDVI,aid0001,2018-05-01,219.0,0.2561,0.8897,"(0.2561,0.8897)",0.7561434,0.0985748,0.009717,0.83135,0.8897,0.7635,0.5104,0.6986
MOD13A3_061__1_km_monthly_NDVI_doy2018152000000_aid0001,_1_km_monthly_NDVI,aid0001,2018-06-01,219.0,0.5104,0.9037,"(0.5104,0.9037)",0.7610082,0.0838811,0.007036,0.8261,0.9037,0.7814,0.5104,0.68685
MOD13A3_061__1_km_monthly_NDVI_doy2018182000000_aid0001,_1_km_monthly_NDVI,aid0001,2018-07-01,219.0,0.447,0.8525,"(0.447,0.8525)",0.7159397,0.101292,0.0102601,0.79365,0.8525,0.7572,0.447,0.63145
MOD13A3_061__1_km_monthly_NDVI_doy2018213000000_aid0001,_1_km_monthly_NDVI,aid0001,2018-08-01,219.0,0.3439,0.8723,"(0.3439,0.8723)",0.6631073,0.1194146,0.0142599,0.74945,0.8723,0.7069,0.3439,0.55415
MOD13A3_061__1_km_monthly_NDVI_doy2018244000000_aid0001,_1_km_monthly_NDVI,aid0001,2018-09-01,219.0,0.3549,0.8307,"(0.3549,0.8307)",0.6309918,0.1159407,0.0134422,0.717,0.8307,0.6702,0.3549,0.52425
